tweet_id,retweet_count,favorite_count,name,image_url,text_only,dog_type,score,month,day,new_source,img_num,dog_breed,confidence
889880896479866881,4335,25336,Bruno,https://t.co/u1XPQMl29g,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,,13.0,Jul,Tue,Twitter for iPhone,1.0,French Bulldog,0.377417
889665388333682689,8705,43476,None,https://t.co/BxvuXk0UCm,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 , puppo,13.0,Jul,Tue,Twitter for iPhone,1.0,Pembroke,0.966327
889638837579907072,3887,24436,Ted,https://t.co/f8dEDcrKSR,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,,12.0,Jul,Tue,Twitter for iPhone,1.0,French Bulldog,0.99165
889531135344209921,1962,13771,Stuart,https://t.co/y70o6h3isq,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek , puppo,13.0,Jul,Mon,Twitter for iPhone,1.0,Golden Retriever,0.953442
889278841981685760,4631,22819,Oliver,https://t.co/WpHvrQedPb,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,,13.0,Jul,Mon,Twitter for iPhone,1.0,Whippet,0.626152
888917238123831296,3900,26424,Jim,https://t.co/chxruIOUJN,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,,12.0,Jul,Sun,Twitter for iPhone,1.0,Golden Retriever,0.714719
888804989199671297,3693,23188,Zeke,https://t.co/HTQ77yNQ5K,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,,13.0,Jul,Sat,Twitter for iPhone,1.0,Golden Retriever,0.46976
888554962724278272,3003,17880,Ralphus,https://t.co/YnYAFCTTiK,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,,13.0,Jul,Sat,Twitter for iPhone,3.0,Siberian Husky,0.700377
888078434458587136,3030,19779,Gerald,https://t.co/DK7iDPfuRX,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,,12.0,Jul,Thu,Twitter for iPhone,1.0,French Bulldog,0.995026
887705289381826560,4706,27498,Jeffrey,https://t.co/PhrUk20Q64,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,,13.0,Jul,Wed,Twitter for iPhone,1.0,Basset,0.821664
887473957103951883,15649,62210,Canela,https://t.co/cLyzpcUcMX,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,,13.0,Jul,Wed,Twitter for iPhone,2.0,Pembroke,0.809197
887343217045368832,9175,30517,None,https://t.co/WZqNqygEyV,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,,13.0,Jul,Tue,Twitter for iPhone,1.0,Mexican Hairless,0.330741
887101392804085760,5198,27826,None,https://t.co/4Ad1jzJSdp,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,,12.0,Jul,Tue,Twitter for iPhone,1.0,Samoyed,0.733942
886983233522544640,6647,31500,Maya,https://t.co/I6oNy0CgiT,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,,13.0,Jul,Mon,Twitter for iPhone,2.0,Chihuahua,0.793469
886736880519319552,2760,10834,Mingus,https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",,13.0,Jul,Sun,Twitter for iPhone,1.0,Kuvasz,0.309706
886366144734445568,2755,19155,Roscoe,https://t.co/RGE08MIJox,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe , pupper ,12.0,Jul,Sat,Twitter for iPhone,1.0,French Bulldog,0.999201
886258384151887873,5501,25369,Waffles,https://t.co/xZDA9Qsq1O,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,,13.0,Jul,Sat,Twitter for iPhone,1.0,Pug,0.943575
885984800019947520,5850,29541,Jimbo,https://t.co/BuveP0uMF1,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,,12.0,Jul,Fri,Twitter for iPhone,1.0,Blenheim Spaniel,0.972494
885528943205470208,5566,32605,Maisey,https://t.co/tp1kQ8i9JF,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,,13.0,Jul,Thu,Twitter for iPhone,1.0,Pug,0.369275
885167619883638784,3810,19846,None,https://t.co/44ItaMubBf,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,,13.0,Jul,Wed,Twitter for iPhone,4.0,Malamute,0.8124819999999999
884925521741709313,15704,69679,Earl,https://t.co/MYJvdlNRVa,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",,12.0,Jul,Wed,Twitter for iPhone,1.0,Italian Greyhound,0.259916
884876753390489601,4867,25226,Lola,https://t.co/74TKAUsLkO,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,,13.0,Jul,Tue,Twitter for iPhone,1.0,Chow,0.822103
884562892145688576,4090,22036,Kevin,https://t.co/1r4MFCbCX5,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,,13.0,Jul,Tue,Twitter for iPhone,1.0,Pug,0.5464060000000001
884441805382717440,4965,24610,None,https://t.co/vvBOcC2VdC,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",,14.0,Jul,Mon,Twitter for iPhone,1.0,Pembroke,0.993225
884162670584377345,2609,18510,Yogi,https://t.co/YSI00BzTBZ,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,doggo ,12.0,Jul,Sun,Twitter for iPhone,1.0,German Shepherd,0.707046
883838122936631299,2978,19818,Noah,https://t.co/V85xujjDDY,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,,12.0,Jul,Sun,Twitter for iPhone,1.0,Doberman,0.610946
883482846933004288,8608,41545,Bella,https://t.co/qjrljjt948,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",,13.5,Jul,Sat,Twitter for iPhone,1.0,Golden Retriever,0.943082
883360690899218434,3205,20571,Grizzwald,https://t.co/rf661IFEYP,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck , floofer ,13.0,Jul,Fri,Twitter for iPhone,1.0,Chow,0.987997
883117836046086144,5777,33617,None,https://t.co/Se5fZ9wp5E,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",,13.0,Jul,Fri,Twitter for iPhone,2.0,Golden Retriever,0.949562
882992080364220416,3375,21677,Rusty,https://t.co/tyER0KpdXj,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,,13.0,Jul,Thu,Twitter for iPhone,1.0,Eskimo Dog,0.466778
882762694511734784,4258,25620,Gus,https://t.co/D43I96SlVu,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,,12.0,Jul,Thu,Twitter for iPhone,1.0,Labrador Retriever,0.85005
882627270321602560,5282,25433,Stanley,https://t.co/Nx52PGwH94,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,,13.0,Jul,Wed,Twitter for iPhone,1.0,Pembroke,0.542982
882268110199369728,10078,40583,Alfy,https://t.co/fYP5RlutfA,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,,13.0,Jul,Tue,Twitter for iPhone,1.0,Golden Retriever,0.762211
882045870035918850,4235,26578,Koko,https://t.co/zeDpnsKX7w,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",,13.0,Jul,Tue,Twitter for iPhone,1.0,Golden Retriever,0.00694063
881906580714921986,2964,22116,Rey,https://t.co/503CgWbhxQ,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,,12.0,Jul,Mon,Twitter for iPhone,1.0,Weimaraner,0.291539
881666595344535552,9308,45998,Gary,https://t.co/7CSWCl8I6s,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,,13.0,Jul,Mon,Twitter for iPhone,1.0,Saluki,0.529012
881536004380872706,13952,44866,a,https://t.co/ghXBIIeQZF,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ", pupper ,14.0,Jul,Sun,Twitter for iPhone,1.0,Samoyed,0.281463
880872448815771648,3326,19331,None,https://t.co/WiAMbTkDPf,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,,12.0,Jun,Fri,Twitter for iPhone,1.0,Pembroke,0.791416
880465832366813184,5423,25800,Bella,https://t.co/4VsFysDmiw,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,,12.0,Jun,Thu,Twitter for iPhone,1.0,Golden Retriever,0.913255
880221127280381952,3617,24453,Jesse,https://t.co/fUod0tVmvK,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,,12.0,Jun,Thu,Twitter for iPhone,1.0,Chihuahua,0.238525
880095782870896641,3789,25087,None,https://t.co/HauE8M3Bu4,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,,11.0,Jun,Wed,Twitter for iPhone,1.0,Miniature Pinscher,0.120298
879862464715927552,3037,20332,Romeo,https://t.co/Qh5aEkRQm9,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,,13.0,Jun,Wed,Twitter for iPhone,3.0,Basset,0.813507
879492040517615616,2762,21358,Bailey,https://t.co/IxM9IMKQq8,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,,12.0,Jun,Tue,Twitter for iPhone,1.0,German Short-Haired Pointer,0.479896
879415818425184262,38941,95931,Duddles,https://t.co/UDT7ZkcTgY,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,,13.0,Jun,Mon,Twitter for iPhone,1.0,English Springer,0.383404
879376492567855104,2739,15323,Jack,https://t.co/0gOi601EAa,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,,12.0,Jun,Mon,Twitter for iPhone,1.0,Labrador Retriever,0.0334961
879008229531029506,2339,17284,Beau,https://t.co/YDtpCjIPKN,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,,13.0,Jun,Sun,Twitter for iPhone,1.0,Vizsla,0.960513
878776093423087618,3588,17652,Snoopy,https://t.co/lNZwgNO4gS,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,,13.0,Jun,Sun,Twitter for iPhone,2.0,Italian Greyhound,0.734684
878281511006478336,1115,7017,Shadow,https://t.co/245xJJElsY https://t.co/lUiQH219v6,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",,13.0,Jun,Fri,Twitter for iPhone,1.0,Basset,0.32042
878057613040115712,5961,38270,Emmy,https://t.co/cwtWnHMVpe,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,,14.0,Jun,Fri,Twitter for iPhone,1.0,French Bulldog,0.839097
877736472329191424,16523,71787,Aja,https://t.co/lsPyyAiF1r,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,,13.0,Jun,Thu,Twitter for iPhone,2.0,Chesapeake Bay Retriever,0.8379559999999999
877556246731214848,3312,20613,Penny,https://t.co/OYdDlfOGXP,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,,12.0,Jun,Wed,Twitter for iPhone,1.0,Basset,0.995368
877316821321428993,4555,24956,Dante,https://t.co/SHRTIo5pxc,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",,13.0,Jun,Wed,Twitter for iPhone,1.0,Saluki,0.5099670000000001
877201837425926144,4852,24623,Nelly,https://t.co/4g4cfj3P4Y,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,,12.0,Jun,Tue,Twitter for iPhone,1.0,Pembroke,0.93112
876838120628539392,2920,18824,Ginger,https://t.co/j211oCDRs6,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately , pupper ,12.0,Jun,Mon,Twitter for iPhone,1.0,Bloodhound,0.575751
876484053909872640,2074,17094,Benedict,https://t.co/26BXueUgbs,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,,13.0,Jun,Sun,Twitter for iPhone,1.0,Golden Retriever,0.874566
876120275196170240,4075,25486,Venti,https://t.co/ejExJFq3ek,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ", puppo,13.0,Jun,Sat,Twitter for iPhone,1.0,Bernese Mountain Dog,0.534327
875747767867523072,3745,22881,Goose,https://t.co/V2WlACRJCN,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",,13.0,Jun,Fri,Twitter for iPhone,1.0,Labrador Retriever,0.799551
875144289856114688,4294,19984,Nugget,https://t.co/ogith9ejNj,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,,13.0,Jun,Thu,Twitter for iPhone,1.0,Siberian Husky,0.245048
875021211251597312,4138,23266,None,https://t.co/brCQoqc8AW,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,,12.0,Jun,Wed,Twitter for iPhone,2.0,West Highland White Terrier,0.7143189999999999
874680097055178752,4074,25365,Cash,https://t.co/lZhtizkURD,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,,12.0,Jun,Tue,Twitter for iPhone,1.0,Labrador Retriever,0.836052
874296783580663808,3631,23771,Jed,https://t.co/0YplNnSMEm,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract , pupper ,13.0,Jun,Mon,Twitter for iPhone,1.0,Cocker Spaniel,0.437216
874057562936811520,3502,20740,None,https://t.co/pwY9PQhtP2,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",,12.0,Jun,Mon,Twitter for iPhone,1.0,Flat-Coated Retriever,0.8321770000000001
874012996292530176,8962,31132,Sebastian,https://t.co/XBE0evJZ6V,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ", puppo,13.0,Jun,Sun,Twitter for iPhone,2.0,Cardigan,0.806674
873580283840344065,3460,22115,None,https://t.co/mNuMH9400n,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",,13.0,Jun,Sat,Twitter for iPhone,1.0,Newfoundland,0.678537
873213775632977920,1389,6540,Sierra,https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

",,12.0,Jun,Fri,Twitter for iPhone,1.0,Vizsla,0.6197819999999999
872967104147763200,4748,24865,None,https://t.co/EMYIdoblMR,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,doggo ,12.0,Jun,Fri,Twitter for iPhone,2.0,Labrador Retriever,0.476913
872820683541237760,3275,13476,None,https://t.co/17FVMl4VZ5,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ",,13.0,Jun,Thu,Twitter for iPhone,3.0,Pug,0.99912
872620804844003328,3205,18951,Monkey,https://t.co/lUcpnZDPz9,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,,13.0,Jun,Thu,Twitter for iPhone,1.0,Cocker Spaniel,0.513191
872486979161796608,8018,37244,None,https://t.co/BZHiKx3FpQ,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,,12.0,Jun,Wed,Twitter for iPhone,1.0,Pembroke,0.931861
872122724285648897,7148,31274,Kody,https://t.co/PKSpmiefwN,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on ,,12.0,Jun,Tue,Twitter for iPhone,1.0,Pug,0.06673630000000001
871879754684805121,9638,34275,Lassie,https://t.co/uK6PNyeh9w,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,,13.0,Jun,Tue,Twitter for iPhone,1.0,Shetland Sheepdog,0.969171
871762521631449091,3072,18489,Rover,https://t.co/AiVljI6QCg,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 , pupper ,12.0,Jun,Mon,Twitter for iPhone,2.0,Labrador Retriever,0.921393
871515927908634625,3061,18461,Napolean,https://t.co/PR7B7w1rUw,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo ,doggo ,12.0,Jun,Sun,Twitter for iPhone,2.0,Komondor,0.974781
871032628920680449,3364,20826,Boomer,https://t.co/noNpY2Laoo,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking ",,13.0,Jun,Sat,Twitter for iPhone,1.0,Kelpie,0.3980530000000001
870656317836468226,2301,11248,Cody,https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: ",,13.0,Jun,Fri,Twitter for iPhone,4.0,Pembroke,0.945495
870374049280663552,23620,76287,Zoey,https://t.co/T1xlgaPujm,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,,13.0,Jun,Thu,Twitter for iPhone,1.0,Golden Retriever,0.841001
870308999962521604,3676,20094,Rumble,https://t.co/MVQCzrF1g9,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",,13.0,Jun,Thu,Twitter for iPhone,2.0,Greater Swiss Mountain Dog,0.6227520000000001
869772420881756160,9024,39124,Dewey,https://t.co/HciEaJkC4D,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",,13.0,May,Wed,Twitter for iPhone,1.0,Pembroke,0.980148
869702957897576449,5579,25856,Stanley,https://t.co/vmCu3PFCQq,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,,13.0,May,Tue,Twitter for iPhone,1.0,Pembroke,0.993449
869596645499047938,2756,14676,Scout,https://t.co/DsA2hwXAJo,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for ,doggo ,12.0,May,Tue,Twitter for iPhone,1.0,Chihuahua,0.955156
869227993411051520,3340,18734,Gizmo,https://t.co/IoR3n1fiiQ,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,,13.0,May,Mon,Twitter for iPhone,1.0,Pembroke,0.664181
868880397819494401,12781,59927,Walter,https://t.co/r28jFx9uyF,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,,14.0,May,Sun,Twitter for iPhone,1.0,French Bulldog,0.0999839
868622495443632128,4693,24404,None,https://t.co/yeaH8Ej5eM,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,,13.0,May,Sun,Twitter for iPhone,1.0,Labrador Retriever,0.868107
868552278524837888,1825,9264,Cooper,https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

",,12.0,May,Sat,Twitter for iPhone,1.0,Whippet,0.378151
867900495410671616,3727,22272,None,https://t.co/JMhDNv5wXZ,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",,12.0,May,Fri,Twitter for iPhone,1.0,Labrador Retriever,0.522644
867774946302451713,6525,31236,Harold,https://t.co/ZYg3NZGICa,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,,13.0,May,Thu,Twitter for iPhone,2.0,Border Collie,0.661953
867421006826221569,2217,14786,Shikha,https://t.co/XZlZKd73go,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo , puppo,12.0,May,Wed,Twitter for iPhone,1.0,Eskimo Dog,0.6164569999999999
867051520902168576,7043,29617,None,https://t.co/M5Rz0R8SIQ,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",,13.0,May,Tue,Twitter for iPhone,1.0,Samoyed,0.471403
866686824827068416,3085,17718,Lili,https://t.co/9b9J46E86Z,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely , puppo,12.0,May,Mon,Twitter for iPhone,1.0,Flat-Coated Retriever,0.51473
866450705531457537,31514,112463,Jamesy,https://t.co/wk7TfysWHr,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender ", pupper ,13.0,May,Mon,Twitter for iPhone,2.0,French Bulldog,0.905334
866334964761202691,12731,48154,Coco,https://t.co/W86h5dgR6c,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,,12.0,May,Sun,Twitter for iPhone,1.0,Samoyed,0.984086
865718153858494464,5041,23706,Boomer,https://t.co/pozUoHLkGg,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",,13.0,May,Fri,Twitter for iPhone,1.0,Golden Retriever,0.673664
865359393868664832,4482,24395,Sammy,https://t.co/g20EmqK7vc,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,,13.0,May,Fri,Twitter for iPhone,2.0,Chesapeake Bay Retriever,0.832435
865006731092295680,6933,25867,Nelly,https://t.co/LbkG5CiM7o,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,,13.0,May,Thu,Twitter for iPhone,1.0,Pembroke,0.989882
864279568663928832,2704,13494,Meatball,https://t.co/S2HdmFFPck,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,,12.0,May,Tue,Twitter for iPhone,1.0,Bull Mastiff,0.668613
864197398364647424,7911,27629,Paisley,https://t.co/cPq9fYvkzr,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,,13.0,May,Mon,Twitter for iPhone,4.0,Golden Retriever,0.945905
863553081350529029,3776,14086,Neptune,https://t.co/tordvmaaop,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,,13.0,May,Sun,Twitter for iPhone,1.0,Eskimo Dog,0.41333
863432100342583297,4728,21993,Belle,https://t.co/fGQUzR8w3H,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,,12.0,May,Sat,Twitter for iPhone,1.0,Staffordshire Bullterrier,0.690517
863062471531167744,2168,7781,Quinn,https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

",,13.0,May,Fri,Twitter for iPhone,2.0,French Bulldog,0.935804
862831371563274240,4629,17756,Zooey,https://t.co/ixOFQ1tfqE,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ",,13.0,May,Fri,Twitter for iPhone,2.0,Australian Terrier,0.207281
862722525377298433,3211,15845,Dave,https://t.co/Eme9Uar6v2,"This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze ",,11.0,May,Thu,Twitter for iPhone,1.0,Basset,0.39333
